,E,H,H+,H2,C,C+,O+,O,OH+,OH,H2O,H2O+,H3O+,CO,CO+,HCO+
43146.21895558215,1.4626464804877116e-05,0.049014045537718404,1.0000003439951148e-16,9999.975492977235,0.9999853735376114,1.4626462388688858e-05,1.7451306489545794e-12,1.9999999999975835,5.798162743148924e-13,1.0000483075405026e-16,9.99968563944946e-17,8.549530482708962e-14,6.146028253401844e-15,9.999993287463938e-17,7.304426805457305e-17,1.2695566165215512e-16
44254.12457780734,1.500203933794171e-05,0.050272623222755185,1.0000003599987033e-16,9999.974863688392,0.9999849979631404,1.5002036859710737e-05,1.7759668386509036e-12,1.9999999999975215,6.04460709841353e-13,1.0000519770520602e-16,9.999679895811801e-17,9.145965873267737e-14,6.7437633534210025e-15,9.999993295523889e-17,7.245749023010394e-17,1.2754243587336716e-16
45390.4789238712,1.5387257701317595e-05,0.05156351849614771,1.0000003766970961e-16,9999.974218240755,0.9999846127448406,1.538725515945078e-05,1.8070336600772156e-12,1.9999999999974578,6.300126696760864e-13,1.0000560389005641e-16,9.999674345817457e-17,9.782098122629664e-14,7.399502289274437e-15,9.999993312929986e-17,7.186053861333918e-17,1.2813938370331594e-16
46556.01249813451,1.5782367520989562e-05,0.05288756120241229,1.0000003941172418e-16,9999.973556219404,0.9999842176350863,1.5782364913852864e-05,1.8383174970095526e-12,1.9999999999973925,6.564976623639295e-13,1.0000605443901829e-16,9.999669065235046e-17,1.0460277202768881e-13,8.11876125501906e-15,9.999993340382823e-17,7.125336596130533e-17,1.2874655237568519e-16
47751.474562798,1.618762278106867e-05,0.054245602494532134,1.000000412286808e-16,9999.972877198757,0.9999838123798931,1.61876201069861e-05,1.869804130034725e-12,1.9999999999973257,6.83941011199692e-13,1.0000655503199367e-16,9.999664139653921e-17,1.1182987574747566e-13,8.907550431109146e-15,9.99999337862378e-17,7.063593174571334e-17,1.2936398240901024e-16
48977.633619565546,1.66032839870354e-05,0.055638515381103905,1.0000004312341654e-16,9999.972180742314,0.9999833967187558,1.6603281244287923e-05,1.901478768151484e-12,1.999999999997257,7.123677302958228e-13,1.0000711195027434e-16,9.999659665477309e-17,1.1952855888738235e-13,9.772416288381265e-15,9.999993428437155e-17,7.000820248458073e-17,1.2999170727503322e-16
50235.27790367447,1.70296183331731e-05,0.05706719528753208,1.000000450988367e-16,9999.97146640236,0.9999829703844801,1.7029615519997543e-05,1.9333260883962296e-12,1.9999999999971865,7.418023853045357e-13,1.0000773213301468e-16,9.999655751005692e-17,1.2772659133465584e-13,1.0720487411395088e-14,9.999993490652413e-17,6.937015207064358e-17,1.3062975307026726e-16
51525.21589061181,1.7466899874299793e-05,0.05853256063163338,1.000000471579123e-16,9999.970733719689,0.9999825331030112,1.746689698888771e-05,1.9653302844510186e-12,1.9999999999971143,7.72268937296359e-13,1.0000842323865894e-16,9.999652517618158e-17,1.3645333262135857e-13,1.1759524128584197e-14,9.999993566146541e-17,6.872176209428419e-17,1.3127813819304416e-16
52848.27681584232,1.7915409701908562e-05,0.06003555341402107,1.0000004930367676e-16,9999.969982223298,0.9999820845932577,1.7915406742405067e-05,1.9974751252850155e-12,1.9999999999970401,8.037905681639094e-13,1.0000919371174043e-16,9.99965010106014e-17,1.4573982323616222e-13,1.2897972259876672e-14,9.999993655846513e-17,6.806302215840347e-17,1.3193687302861584e-16
54205.311207881445,1.837543612482947e-05,0.061577139823647965,1.0000005153922208e-16,9999.969211430092,0.9999816245669108,1.837543308933205e-05,2.02974402498232e-12,1.9999999999969642,8.36389485775238e-13,1.00010052855505e-16,9.999648652846634e-17,1.5561888129431892e-13,1.4145021317510093e-14,9.999993760731883e-17,6.739393018234052e-17,1.3260595964520772e-16
55597.19143505726,1.884727485452942e-05,0.06315831085889846,1.0000005386769412e-16,9999.968420844574,0.9999811527282589,1.8847271741086706e-05,2.0621201250199317e-12,1.999999999996886,8.700867069444927e-13,1.0001101091084815e-16,9.999648341790735e-17,1.661252048907424e-13,1.551066752284078e-14,9.999993881837487e-17,6.671449269158078e-17,1.332853915042821e-16
57024.81226631109,1.933122919516838e-05,0.06478008296462708,1.0000005629228706e-16,9999.967609958521,0.9999806687739983,1.93312260017789e-05,2.0945863903801995e-12,1.999999999996806,9.049018161177008e-13,1.0001207914209506e-16,9.999649355668187e-17,1.772954804816166e-13,1.7005782031185897e-14,9.9999940202563e-17,6.602472508960023e-17,1.339751531886642e-16
58489.09144639908,1.9827610238534704e-05,0.06644349868555482,1.0000005881623703e-16,9999.96677825066,0.9999801723930369,1.9827606963145592e-05,2.127125721013408e-12,1.999999999996724,9.408526974873625e-13,1.000132699301969e-16,9.999651903029465e-17,1.8916849766182926e-13,1.8642184788322077e-14,9.999994177142393e-17,6.532465190775689e-17,1.346752201526195e-16
59990.97028586388,2.033673706398447e-05,0.0681496273364428,1.0000006144281458e-16,9999.965925186336,0.9999796632662956,2.0336733704490155e-05,2.159721076723759e-12,1.9999999999966405,9.77955246361234e-13,1.0001459687434423e-16,9.999656214940646e-17,2.0178526431750572e-13,2.043272616142162e-14,9.99999435371407e-17,6.461430702935058e-17,1.353855584977615e-16
61531.41426615483,2.0858936943513e-05,0.06989956568947256,1.0000006417537538e-16,9999.965050217159,0.9999791410665023,2.085893349775382e-05,2.1923540277137836e-12,1.999999999996554,1.0162260733597541e-12,1.0001607547780323e-16,9.999662545344551e-17,2.1518750499992288e-13,2.2391567708967608e-14,9.999994551258755e-17,6.389373633236462e-17,1.3610612233025948e-16
63111.41366028749,2.1394545552090837e-05,0.07169443867927743,1.0000006701747614e-16,9999.964152780663,0.9999786054579822,2.1394542017851695e-05,2.2250024977531304e-12,1.9999999999964657,1.0556860299239778e-12,1.0001772457730525e-16,9.999671279208785e-17,2.294166347355886e-13,2.453397444777729e-14,9.999994771142151e-17,6.316300386717587e-17,1.3683684758305734e-16
64731.984169438976,2.1943907183398504e-05,0.07353540012607483,1.0000006997274807e-16,9999.96323229994,0.9999780560964416,2.194390355840742e-05,2.2576436219527455e-12,1.999999999996375,1.0963550620471971e-12,1.0001956531639289e-16,9.999682889580567e-17,2.445160399054124e-13,2.6876358119270282e-14,9.99999501480762e-17,6.242218684663649e-17,1.3757765702578715e-16
66394.16757589085,2.2507374971099353e-05,0.07542363347736748,1.00000073044861e-16,9999.962288183264,0.999977492628747,2.2507371253026002e-05,2.290254280526141e-12,1.9999999999962819,1.138251391843365e-12,1.0002162103377188e-16,9.999697906344789e-17,2.605311396278684e-13,2.9436537041834585e-14,9.999995283778588e-17,6.167137449094512e-17,1.3832846141986574e-16
68099.0324127381,2.3085311115792207e-05,0.0773603525686885,1.000000762375139e-16,9999.961319823718,0.9999769146926978,2.308530730224643e-05,2.322811231409131e-12,1.9999999999961864,1.181391223786041e-12,1.000239174672763e-16,9.9997169218491e-17,2.775094672743261e-13,3.2233853240136037e-14,9.999995579662658e-17,6.091066825962809e-17,1.3908915928647135e-16
69847.67465079439,2.3678087117789486e-05,0.07934680240387934,1.0000007955442393e-16,9999.9603265988,0.9999763219167938,2.367808320631975e-05,2.3552912631560125e-12,1.9999999999960885,1.2257884199010067e-12,1.0002648297562137e-16,9.999740597035584e-17,2.955007541432222e-13,3.528929914842771e-14,9.999995904155926e-17,6.014018203826494e-17,1.398596367197743e-16
71641.2184031364,2.4286084015870654e-05,0.08138425995540323,1.0000008299931397e-16,9999.959307870025,0.9999757139199961,2.428608000396247e-05,2.3876713702716664e-12,1.9999999999959879,1.2714541410610329e-12,1.0002934877943807e-16,9.9997696681224e-17,3.1455701523661075e-13,3.862565466117073e-14,9.9999962590475e-17,5.936004227239832e-17,1.406397672529812e-16
73480.81664773822,2.4909692632163648e-05,0.08347403498520635,1.0000008657589844e-16,9999.95826298251,0.9999750903114828,2.4909688517237973e-05,2.419928953339825e-12,1.999999999995885,1.3183964512853751e-12,1.0003254922320728e-16,9.999804953882309e-17,3.3473263706620797e-13,4.226763536625944e-14,9.999996646224241e-17,5.85703880402479e-17,1.4142941178557305e-16
75367.6519686624,2.5549313823312293e-05,0.08561747088665679,1.000000902878673e-16,9999.95719126456,0.9999744506903973,2.5549309602723845e-05,2.4520420465261703e-12,1.9999999999957794,1.3666198816803898e-12,1.0003612205984342e-16,9.999847363568946e-17,3.5608446739778895e-13,4.624205286308082e-14,9.999997067675729e-17,5.777137105494704e-17,1.4222841858101848e-16
77302.9373162834,2.6205358738090636e-05,0.0878159455481014,1.0000009413886788e-16,9999.956092027229,0.9999737946455909,2.6205354409126216e-05,2.4839895752721363e-12,1.999999999995671,1.4161249503691124e-12,1.0004010875982133e-16,9.999897905545861e-17,3.7867190682235737e-13,5.057798813990183e-14,9.99999752549946e-17,5.696315558603946e-17,1.4303662334522452e-16
79287.91678703115,2.6878249081629355e-05,0.09007087223859457,1.0000009813249887e-16,9999.954964563882,0.9999731217553587,2.6878244641506088e-05,2.5157512569288545e-12,1.9999999999955598,1.4669083818160415e-12,1.000445550373484e-16,9.999957691750056e-17,4.0255659732358176e-13,5.530702671248042e-14,9.999998021906612e-17,5.614591885432337e-17,1.4385384883163373e-16
81323.86642315803,2.7568417386424537e-05,0.0923837005163705,1.0000010227254202e-16,9999.953808149743,0.9999724315871679,2.7568412832288104e-05,2.547302517797722e-12,1.9999999999954459,1.5189717067869645e-12,1.000495138910296e-16,1.0000028106892803e-16,4.277990036985669e-13,6.046320498376563e-14,9.999998559238174e-17,5.531986257309932e-17,1.446798932998478e-16
83412.09503304058,2.827630729030191e-05,0.09475591716063957,1.0000010656295134e-16,9999.95262204142,0.999971723697381,2.8276302619224684e-05,2.578615471026542e-12,1.9999999999953288,1.5723186855043334e-12,1.0005504572557631e-16,1.0000110975944184e-16,4.544605134131654e-13,6.608255527219236e-14,9.99999913997451e-17,5.448521427332353e-17,1.4551452919041024e-16
85553.94503254612,2.9002373821515925e-05,0.09718904712731116,1.0000011100763576e-16,9999.951405476439,0.9999709976309696,2.9002369030495115e-05,2.6096627114824264e-12,1.999999999995209,1.6269494867320403e-12,1.0006121708923642e-16,1.0000208357725879e-16,4.826046320308297e-13,7.220398354538799e-14,9.999999766731826e-17,5.364221730391498e-17,1.4635751312448983e-16
87750.79330800392,2.9747083691166314e-05,0.09968465452925544,1.0000011561042973e-16,9999.950157672736,0.9999702529212231,2.974707877712201e-05,2.64041765091887e-12,1.999999999995086,1.6828602050572365e-12,1.000681011998585e-16,1.0000322548053793e-16,5.122968735697932e-13,7.886957493961198e-14,1.0000000442268578e-16,5.279113018897107e-17,1.4720858654659917e-16
90004.05210133473,3.0510915593119535e-05,0.10224434364173332,1.0000012037506818e-16,9999.948877828181,0.9999694890894473,3.0510910552892757e-05,2.670854825716251e-12,1.9999999999949598,1.7400423566109436e-12,1.0007577855315447e-16,1.0000456102803806e-16,5.436047503197492e-13,8.612485004805057e-14,1.00000011694928e-16,5.1932226279938473e-17,1.480674760723528e-16
92315.16991791035,3.129436051162858e-05,0.10486975993364368,1.0000012530515861e-16,9999.947565120036,0.9999687056446582,3.129435534197922e-05,2.700950243852562e-12,1.9999999999948304,1.7984823262319542e-12,1.0008433758345528e-16,1.0000611863038065e-16,5.765977527514031e-13,9.401904171549022e-14,1.0000001951469777e-16,5.1065793265513146e-17,1.4893389397849314e-16
94685.63245772188,3.209792203684686e-05,0.10756259112524516,1.0000013040414982e-16,9999.94621870444,0.9999679020832658,3.2097916734451616e-05,2.7306817750382155e-12,1.9999999999946976,1.8581607618037497e-12,1.0009387538134337e-16,1.0000792982367339e-16,6.113473182542919e-13,1.0260539397280865e-13,1.0000002791430099e-16,5.0192132521176675e-17,1.4980753885327655e-16
97116.96357046305,3.292211668844138e-05,0.11032456827304074,1.000001356752972e-16,9999.944837715864,0.9999670778887504,3.292211124989162e-05,2.7600295883046743e-12,1.9999999999945615,1.919051911135029e-12,1.001044984729041e-16,1.000100295673949e-16,6.479267873132466e-13,1.1194148487451605e-13,1.0000003692778112e-16,4.931155827846217e-17,1.5068809642712648e-16
99610.72623513395,3.376747424751009e-05,0.11315746688251324,1.0000014112167651e-16,9999.94342126656,0.9999662325313309,3.376746866930963e-05,2.7889754602691717e-12,1.9999999999944216,1.98112496669278e-12,1.0011632437739494e-16,1.0001245670376441e-16,6.86410475104818e-13,1.2208955675955445e-13,1.0000004659102558e-16,4.8424398910884665e-17,1.5157523828660379e-16
102168.52356480107,3.463453809701831e-05,0.11606310804943296,1.0000014674663178e-16,9999.941968445977,0.9999653654676246,3.463453237558123e-05,2.817494340046944e-12,1.9999999999942784,2.044357039912543e-12,1.0012948684967884e-16,1.0001525996123125e-16,7.268703611176911e-13,1.3311534366158692e-13,1.0000005694211144e-16,4.753102032030096e-17,1.5246859848782067e-16
104791.99983715807,3.5523865570972575e-05,0.11904335963047029,1.0000015255359217e-16,9999.940478320186,0.9999644761402975,3.5523859702620845e-05,2.8455585135317634e-12,1.9999999999941316,2.1087255858810948e-12,1.001441344717139e-16,1.0001849905485786e-16,7.693794384553682e-13,1.4508819075537541e-13,1.0000006802137739e-16,4.663181915378939e-17,1.533677803395072e-16
107482.84155154598,3.6436028312554356e-05,0.12210013744386046,1.0000015854576791e-16,9999.938949931278,0.9999635639777066,3.643602229351552e-05,2.8731421570868905e-12,1.999999999993981,2.1742023713452983e-12,1.0016043033963524e-16,1.0002224066010968e-16,8.140115325613609e-13,1.5808277312903913e-13,1.0000007987136614e-16,4.572720733385587e-17,1.542723718727789e-16
110242.77851312025,3.737161264144649e-05,0.12523540650090148,1.0000016472610544e-16,9999.93738229675,0.9999626283935322,3.7371606467851225e-05,2.900221809454532e-12,1.9999999999938265,2.2407529168370717e-12,1.0017855339723275e-16,1.0002655893970247e-16,8.608409906452949e-13,1.721795530343041e-13,1.0000009253693684e-16,4.481761056785443e-17,1.5518194733161198e-16
113073.58494485279,3.8331219930584875e-05,0.12845118226906652,1.0000017109724137e-16,9999.935774408865,0.9999616687864016,3.833121359846449e-05,2.9267768870444214e-12,1.999999999993668,2.308335848775571e-12,1.0019869985714226e-16,1.000315362645814e-16,9.09942427863612e-13,1.8746522858425882e-13,1.0000010606538682e-16,4.3903466814394473e-17,1.5609606870632603e-16
115977.08062808999,3.931546699257938e-05,0.1317495319675497,1.0000017766145132e-16,9999.934125234016,0.999960684539502,3.9315460497863277e-05,2.9527902595933686e-12,1.9999999999935054,2.376902193743928e-12,1.0022108474351288e-16,1.0003726399895934e-16,9.613904376133143e-13,2.0403321739143287e-13,1.0000012050657979e-16,4.2985224449829096e-17,1.5701428756698056e-16
118955.13207239856,4.032498647605144e-05,0.13513257589607613,1.0000018442059366e-16,9999.932433712052,0.9999596750201853,4.032497981456451e-05,2.978248892054454e-12,1.9999999999933389,2.446394610062128e-12,1.002459435662367e-16,1.0004384335485412e-16,1.0152592622669813e-12,2.2198417787866382e-13,1.0000013591308049e-16,4.2063340100741114e-17,1.5793614723076866e-16
122009.65371544703,4.136042727214126e-05,0.13860248879782527,1.0000019137627256e-16,9999.9306987556,0.9999586395795604,4.1360420439601154e-05,3.003140346463571e-12,1.9999999999931677,2.5167531009569065e-12,1.0027353652922238e-16,1.0005138855875571e-16,1.0716207829222905e-12,2.4142587167725466e-13,1.000001523404061e-16,4.1138287222755594e-17,1.5886117418301563e-16
125142.60915370316,4.242245493144844e-05,0.14216150125735405,1.0000019853051668e-16,9999.928919249369,0.9999575775520766,4.242244792346288e-05,3.0274422644742555e-12,1.9999999999929923,2.5879285048444077e-12,1.0030415330023726e-16,1.0006004267551923e-16,1.1305449326907987e-12,2.6246984641766005e-13,1.000001698476777e-16,4.0210595010337784e-17,1.5978883916704073e-16
128356.01240472823,4.351175209167014e-05,0.1458119011344061,1.0000020588515984e-16,9999.92709404943,0.9999564882550963,4.351174490373408e-05,3.0511326116740594e-12,1.9999999999928122,2.659867902395162e-12,1.0033811091849008e-16,1.0006997109946301e-16,1.1921012958214584e-12,2.852342559220106e-13,1.0000018849747108e-16,3.9280816681188463e-17,1.6071858889977686e-16
131651.92920188684,4.46290189162136e-05,0.14955603503453682,1.0000021344157305e-16,9999.925221982481,0.9999553709884564,4.4629011543706274e-05,3.0741929351457623e-12,1.999999999992628,2.732511399814171e-12,1.0037575641748914e-16,1.0008135765288917e-16,1.2563571542779458e-12,3.098458452889193e-13,1.0000020835582963e-16,3.834951424203023e-17,1.616498613058924e-16
135032.47832230257,4.57749735440636e-05,0.15339630981749736,1.000002212005992e-16,9999.923301845089,0.9999542250340179,4.57749659822456e-05,3.09660902704872e-12,1.9999999999924385,2.805791518161465e-12,1.0041746947527086e-16,1.0009440635430638e-16,1.3233768768028201e-12,3.3644058328716547e-13,1.0000022949245411e-16,3.741725545155527e-17,1.625820885546863e-16
138499.83294891016,4.695035255119262e-05,0.15733519414434285,1.0000022916248131e-16,9999.921332402926,0.9999530496552049,4.695034479520285e-05,3.118371663308919e-12,1.9999999999922444,2.8796325329805907e-12,1.0046366528885721e-16,1.0010934334393795e-16,1.3932212372175113e-12,3.6516434200581346e-13,1.0000025198090264e-16,3.6484610300327906e-17,1.6351470058002128e-16
142056.2220674863,4.815591142381179e-05,0.1613752200642672,1.000002373267834e-16,9999.919312389964,0.9999518440965315,4.8155903468664325e-05,3.1394774223716586e-12,1.9999999999920453,2.95394976538536e-12,1.0051479769575125e-16,1.0012641897573198e-16,1.46594665181536e-12,3.9617362784866633e-13,1.0000027589880178e-16,3.5552146954811826e-17,1.644471291361246e-16
145703.93189954938,4.939242504376364e-05,0.16551898464217493,1.0000024569268884e-16,9999.917240507675,0.9999506075831158,4.939241688434454e-05,3.159923308286368e-12,1.999999999991841,3.0286574762805126e-12,1.0057136528676069e-16,1.0014591624219349e-16,1.5416037813205375e-12,4.2963454249515157e-13,1.0000030132830133e-16,3.462044769892796e-17,1.6537879185574283e-16
149445.30737205583,5.066068818637006e-05,0.16976915162804304,1.000002542599249e-16,9999.915115424183,0.9999493393201827,5.066067981743405e-05,3.1796942997794596e-12,1.9999999999916314,3.1036818997476924e-12,1.0063391283531465e-16,1.0016818130767212e-16,1.6202426934596842e-12,4.657171201412676e-13,1.0000032835713614e-16,3.369016649397925e-17,1.6630903468974474e-16
153282.7536248345,5.1961516031053825e-05,0.17412845316914277,1.0000026302782334e-16,9999.912935773411,0.9999480384925529,5.1961507447220955e-05,3.198776880574144e-12,1.9999999999914166,3.1789450255520197e-12,1.0070303296609117e-16,1.0019360838211534e-16,1.7019101306344288e-12,5.046008314285594e-13,1.0000035707828949e-16,3.2761975125716365e-17,1.6723718576009225e-16
157218.7375567271,5.32957446850607e-05,0.1785996915662195,1.0000027199498913e-16,9999.910700154212,0.9999467042641192,5.329573588081287e-05,3.2171626195138663e-12,1.9999999999911964,3.2543621356319393e-12,1.0077937244800535e-16,1.0022263482377222e-16,1.786645856009001e-12,5.464772073223014e-13,1.0000038759004536e-16,3.183654171779006e-17,1.681625768462427e-16
161255.78941143418,5.466423172061987e-05,0.18318574107476573,1.0000028115921283e-16,9999.908407129456,0.9999453357773098,5.46642226902973e-05,3.2348489973170457e-12,1.9999999999909703,3.3298413694423607e-12,1.008636368807613e-16,1.0025574524666083e-16,1.87448152502122e-12,5.915506642988749e-13,1.000004199962928e-16,3.091452528547288e-17,1.6908454883120154e-16
165396.50440407806,5.606785672588454e-05,0.18788954975253613,1.0000029051737459e-16,9999.906055225118,0.9999439321525364,5.6067847463682106e-05,3.251840323461176e-12,1.9999999999907385,3.4052832630884207e-12,1.0095659577368073e-16,1.002934759908153e-16,1.965439437142522e-12,6.400393876433334e-13,1.0000045440684831e-16,2.999656953411705e-17,1.7000245790282864e-16
169643.54438953527,5.7507521870008115e-05,0.1927141413544985,1.000003000654622e-16,9999.903642929317,0.99994249248763,5.7507512369971676e-05,3.2681468398056413e-12,1.9999999999905005,3.4805827613004953e-12,1.0105908892660874e-16,1.0033642209776452e-16,2.0595312512895307e-12,6.921755938502679e-13,1.0000049093787538e-16,2.90833024759234e-17,1.7091567593678745e-16
173999.6395736082,5.898415248271768e-05,0.1976626172764367,1.0000030979988785e-16,9999.901168691356,0.9999410158572613,5.8984142738740135e-05,3.2837673030493075e-12,1.9999999999902565,3.555646748675464e-12,1.0117202654803703e-16,1.0038528533847766e-16,2.156766384252081e-12,7.481971142758813e-13,1.0000052971346212e-16,2.817541960891929e-17,1.7182350731691042e-16
178467.5902681335,6.0498697648754985e-05,0.20273815854844962,1.0000031971712016e-16,9999.89863092072,0.9999395013123454,6.0498687654572454e-05,3.2986954300817415e-12,1.9999999999900062,3.630384268722726e-12,1.0129638771161059e-16,1.0044088292246133e-16,2.2571535968414112e-12,8.083492428716278e-13,1.0000057086597019e-16,2.7273667258706132e-17,1.727252055932498e-16
183050.2686911625,6.205213081756907e-05,0.20794402787963717,1.0000032981270813e-16,9999.896027986055,0.9999379478794334,6.205212056675682e-05,3.3129307028577605e-12,1.9999999999897498,3.704699622291188e-12,1.0143323696052619e-16,1.0050412171895943e-16,2.360689936903668e-12,8.728919906795445e-13,1.0000061453560998e-16,2.6378773821792295e-17,1.7362004223869297e-16
187750.62081336198,6.364545042864775e-05,0.21328357175527535,1.000003400811641e-16,9999.893358214118,0.9999363545600854,6.36454399146161e-05,3.32647934660507e-12,1.9999999999894864,3.778492475948932e-12,1.015837321980283e-16,1.0057600553772869e-16,2.4673586893919476e-12,9.421011525523191e-13,1.000006608708899e-16,2.549144018996279e-17,1.74507316224287e-16
192571.6682518295,6.52796805528917e-05,0.21876022258783698,1.0000035051585385e-16,9999.890619888702,0.9999347203302312,6.527966976888174e-05,3.339355317436756e-12,1.9999999999892164,3.851657816642014e-12,1.0174913256664016e-16,1.0065764425315567e-16,2.5771275742037015e-12,1.0162692730774023e-12,1.0000071002911944e-16,2.461233064155849e-17,1.7538636312763378e-16
197516.51021253795,6.695587155044092e-05,0.22437750092323686,1.0000036110902018e-16,9999.88781124953,0.9999330441395106,6.695586048952017e-05,3.3515794334134788e-12,1.9999999999889395,3.924088067881403e-12,1.0193080722888045e-16,1.0075026719435444e-16,2.6899475549757447e-12,1.0957056992835076e-12,1.0000076217705473e-16,2.374207099574578e-17,1.762565569782393e-16
202588.3254826552,6.867510074537454e-05,0.23013901770371586,1.000003718534481e-16,9999.88493049114,0.9999313249105997,6.867508940043256e-05,3.3631599024642037e-12,1.9999999999886555,3.995687265710767e-12,1.021302228624769e-16,1.0085530397387061e-16,2.8057701722187726e-12,1.1807246551268552e-12,1.000008174932618e-16,2.2881364763462186e-17,1.7711719410571434e-16
207790.37447402722,7.043847311771888e-05,0.236048476588826,1.0000038274208272e-16,9999.881975761697,0.9999295615385186,7.043846148146261e-05,3.374098706715434e-12,1.9999999999883642,4.066361682641718e-12,1.0234894181063274e-16,1.0097440265575673e-16,2.9245482375749357e-12,1.271647653387994e-12,1.0000087616872473e-16,2.2030976467303992e-17,1.7796750981958178e-16
213126.0013191288,7.224712201320365e-05,0.24210967633599742,1.0000039376677868e-16,9999.878945161823,0.9999277528899219,7.224711007815278e-05,3.384404105085728e-12,1.9999999999880653,4.136016378725963e-12,1.025886563050963e-16,1.0110938891328684e-16,3.0462173864423365e-12,1.368813006743233e-12,1.0000093840622573e-16,2.1191630204306446e-17,1.7880677984640393e-16
218598.6360208367,7.410220987122414e-05,0.24832651324222543,1.0000040491817014e-16,9999.875836743371,0.9999258978023702,7.410219762970629e-05,3.3940916700695353e-12,1.999999999987759,4.204556005770955e-12,1.0285120053202185e-16,1.0126228050816945e-16,3.1706932985824568e-12,1.4725768865126919e-12,1.0000100442105378e-16,2.0363995569020108e-17,1.7963433440628376e-16
224211.79665740504,7.600492897147455e-05,0.2547029836484431,1.000004161855556e-16,9999.872648508168,0.9999239950835842,7.600491641562032e-05,3.4031853044638494e-12,1.9999999999874447,4.271885355481261e-12,1.0313856226637342e-16,1.014353052312394e-16,3.2978693637607598e-12,1.5833142155951158e-12,1.0000107444180321e-16,1.9548674787789862e-17,1.8044957107813589e-16
229969.09164405608,7.795650219972976e-05,0.26124318650818446,1.0000042755724517e-16,9999.869378406735,0.9999220435106786,7.795648932146769e-05,3.4117129863213524e-12,1.9999999999871223,4.337913518790258e-12,1.0345288985240004e-16,1.0163093893400367e-16,3.427619625392441e-12,1.7014159471385164e-12,1.0000114871170753e-16,1.874622168006634e-17,1.8125193583777192e-16
235874.22205264974,7.995818383326892e-05,0.2679513260221989,1.000004390227143e-16,9999.866024336976,0.9999200418293757,7.995817062432029e-05,3.4196854842089466e-12,1.9999999999867917,4.4025579867195416e-12,1.037964430105474e-16,1.0185205352544815e-16,3.5598323607309853e-12,1.8272727980611498e-12,1.0000122749238297e-16,1.7957322666994096e-17,1.8204074204819336e-16
241930.9839909121,8.201126034644052e-05,0.2748317143406963,1.0000045057113298e-16,9999.862584142817,0.9999179887532016,8.201124679831404e-05,3.4271125596599842e-12,1.9999999999864524,4.465736481634664e-12,1.0417162561625624e-16,1.0210188559614433e-16,3.694390935262599e-12,1.961286494167469e-12,1.0000131106341365e-16,1.7182682923500267e-17,1.82815284307349e-16
248143.2710427603,8.411705123688745e-05,0.2818887743349698,1.0000046219047313e-16,9999.859055612818,0.999915882962659,8.411703734087381e-05,3.4340105797452106e-12,1.9999999999861047,4.527371046984763e-12,1.045810327298658e-16,1.0238400940896667e-16,3.831155791589771e-12,2.1038762155696292e-12,1.0000139972232278e-16,1.642293236506814e-17,1.8357493246101133e-16
254515.0767712909,8.627690987296062e-05,0.2891270424401725,1.0000047386741175e-16,9999.855436478763,0.9999137231043798,8.627689562012686e-05,3.440403395526718e-12,1.999999999985748,4.5873892913010875e-12,1.0502746592778198e-16,1.0270236805028745e-16,3.969961919580541e-12,2.2554791441993058e-12,1.0000149378576666e-16,1.567860975995364e-17,1.8431914748996669e-16
261050.497286035,8.849222436286179e-05,0.29655117157107036,1.0000048558726257e-16,9999.851724414202,0.999911507790256,8.84922097440456e-05,3.446322940467188e-12,1.9999999999853815,4.645725956205965e-12,1.0551394934365055e-16,1.030613088067011e-16,4.110616611087091e-12,2.416550686378212e-12,1.000015935908519e-16,1.4950147499300295e-17,1.8504749673926657e-16
267753.7338761427,9.076441844607626e-05,0.30416593411265563,1.0000049733559054e-16,9999.847917032932,0.9999092355965481,9.076440345188003e-05,3.451793801775106e-12,1.9999999999850062,4.702323790823187e-12,1.0604368969612546e-16,1.0346572691191493e-16,4.25292695557268e-12,2.587551678809982e-12,1.0000169949880627e-16,1.4238011709528258e-17,1.857595138047161e-16
274629.0957111747,9.309495240766121e-05,0.31197622498752775,1.0000050909905508e-16,9999.844011887493,0.9999069050629715,9.309493702844606e-05,3.4568274613500175e-12,1.999999999984621,4.757122331400744e-12,1.0662002129316504e-16,1.0392120826310174e-16,4.396721718109097e-12,2.768943641196623e-12,1.0000181189820384e-16,1.3542817293229391e-17,1.8645458349104641e-16
281681.0026112491,9.548532401597876e-05,0.3199870648020236,1.0000052086341188e-16,9999.840006467586,0.999904514691758,9.548530824185828e-05,3.461440141072051e-12,1.999999999984226,4.8100678660067214e-12,1.0724651394932524e-16,1.0443393200121022e-16,4.541810025288798e-12,2.961202435407311e-12,1.0000193120375512e-16,1.286510255072655e-17,1.8713216719012765e-16
288913.9878883204,9.793706948447282e-05,0.3282036030731148,1.0000053261331113e-16,9999.835898198451,0.9999020629466945,9.793705330530678e-05,3.4656544509808306e-12,1.9999999999838207,4.861117689886154e-12,1.079270045644629e-16,1.0501070663181932e-16,4.687975014144169e-12,3.1648188720525475e-12,1.0000205785781616e-16,1.2205288329255264e-17,1.877918437310414e-16
