time_seconds,time_years,number_density,temperature,cr_rate,fuv_field,visual_extinction,C,C+,CO,CO+,E,H,H+,H2,H2O,H2O+,H3O+,HCO+,O,O+,OH,OH+
0.05299775934268939,1.6805479243622968e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999708459e-05,2.9154141629549663e-15,9.999999999782556e-31,9.999999999999852e-31,3.0545414907066165e-15,6.0205454613794385e-12,1e-30,0.99999999999699,9.999999999590858e-31,1.142068231048099e-29,1.0000005329499589e-30,1.0000000000000148e-30,0.0001999999999998609,1.391272687641744e-16,1.000000000019715e-30,5.898746697950148e-23
0.054864012770394266,1.739726432343806e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999698192e-05,3.018077025351289e-15,9.999999999774898e-31,9.999999999999847e-31,3.162103557437692e-15,6.232551850770291e-12,1e-30,0.9999999999968839,9.999999999576451e-31,1.2560758216354206e-29,1.0000006553739468e-30,1.0000000000000153e-30,0.000199999999999856,1.440264688714333e-16,1.0000000000204091e-30,6.321495890721569e-23
0.05679598410579171,1.8009888415078547e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999687565e-05,3.1243550390523866e-15,9.99999999976697e-31,9.999999999999841e-31,3.2734532951610915e-15,6.452023794475276e-12,1e-30,0.9999999999967742,9.999999999561538e-31,1.3825564254413535e-29,1.0000008000032142e-30,1.000000000000016e-30,0.00019999999999985093,1.490981883632684e-16,1.000000000021128e-30,6.774542512660409e-23
0.058795987527293224,1.864408533970485e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999676563e-05,3.234375507336728e-15,9.999999999758764e-31,9.999999999999836e-31,3.3887240822320883e-15,6.679224183161956e-12,1e-30,0.9999999999966606,9.999999999546097e-31,1.52287465398447e-29,1.0000009700920302e-30,1.0000000000000165e-30,0.0001999999999998457,1.543485022947681e-16,1.0000000000218717e-30,7.260057908032876e-23
0.06086641870436575,1.930061475912156e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999665173e-05,3.3482702163171514e-15,9.99999999975027e-31,9.99999999999983e-31,3.5080539937669646e-15,6.914425164881801e-12,1e-30,0.999999999996543,9.999999999530114e-31,1.67854441428548e-29,1.0000011693166264e-30,1.000000000000017e-30,0.00019999999999984025,1.5978369964610842e-16,1.0000000000226421e-30,7.7803690361077e-23
0.06300975766714396,1.998026308572551e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999653382e-05,3.4661755927986366e-15,9.999999999741477e-31,9.999999999999824e-31,3.631585967033968e-15,7.1579084710581246e-12,1e-30,0.9999999999964211,9.999999999513566e-31,1.8512452425625334e-29,1.0000014018263262e-30,1.0000000000000178e-30,0.00019999999999983461,1.6541029085561797e-16,1.0000000000234394e-30,8.337969623702972e-23
0.06522857177709118,2.068384442449619e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999641177e-05,3.588232867694785e-15,9.999999999732372e-31,9.999999999999819e-31,3.75946797266823e-15,7.409965753953186e-12,1e-30,0.9999999999962951,9.999999999496437e-31,2.0428404249167396e-29,1.0000016723006335e-30,1.0000000000000183e-30,0.00019999999999982881,1.7123501561810374e-16,1.0000000000242648e-30,8.935532117007883e-23
0.06752551880226891,2.1412201548157316e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999628542e-05,3.714588245198821e-15,9.999999999722948e-31,9.999999999999812e-31,3.891853191915829e-15,7.670898936018796e-12,1e-30,0.9999999999961646,9.999999999478706e-31,2.255397100513939e-29,1.000001986012956e-30,1.000000000000019e-30,0.0001999999999998228,1.7726485095778197e-16,1.0000000000251194e-30,9.57592048996169e-23
0.06990335010089818,2.2166206906677504e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999615461e-05,3.8453930779117465e-15,9.999999999713192e-31,9.999999999999805e-31,4.028900200119292e-15,7.94102057154889e-12,1e-30,0.9999999999960297,9.999999999460349e-31,2.4912085641580037e-29,1.0000023489017206e-30,1.0000000000000195e-30,0.00019999999999981654,1.8350701958548233e-16,1.0000000000260038e-30,1.0262203970577056e-22
0.0723649139170262,2.2946763672319314e-09,10000.0,50.0,1e-17,1.0,2.0,9.99999999960192e-05,3.98080404813743e-15,9.999999999703092e-31,9.999999999999798e-31,4.17077315666431e-15,8.220654221067256e-12,1e-30,0.9999999999958898,9.999999999441345e-31,2.7528190088804276e-29,1.0000027676497174e-30,1.0000000000000202e-30,0.00019999999999981006,1.8996899855013649e-16,1.0000000000269196e-30,1.0997671750994503e-22
0.07491315879224715,2.3754806821488823e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999587902e-05,4.120983355561843e-15,9.999999999692637e-31,9.99999999999979e-31,4.317642001615276e-15,8.510134838899028e-12,1e-30,0.9999999999957451,9.999999999421673e-31,3.0430509754966877e-29,1.000003249772607e-30,1.000000000000021e-30,0.0001999999999998034,1.9665852819491585e-16,1.0000000000278675e-30,1.178584875176982e-22
0.07755113709756048,2.4591304254680516e-09,10000.0,50.0,1e-17,1.0,2.0,9.99999999957339e-05,4.2660989115410775e-15,9.999999999681813e-31,9.999999999999784e-31,4.469682659274973e-15,8.80980917438977e-12,1e-30,0.9999999999955953,9.999999999401308e-31,3.3650358052851175e-29,1.0000038037176274e-30,1.0000000000000216e-30,0.00019999999999979645,2.0358362142873794e-16,1.0000000000288488e-30,1.263051251594744e-22
0.0802820086896,2.545725795585997e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999558368e-05,4.41632454023102e-15,9.999999999670608e-31,9.999999999999775e-31,4.6270772489124234e-15,9.12003618725312e-12,1e-30,0.9999999999954402,9.999999999380226e-31,3.722247424345632e-29,1.0000044389736538e-30,1.0000000000000225e-30,0.00019999999999978927,2.1075257332425296e-16,1.0000000000298647e-30,1.3535711313889533e-22
0.08310904469561685,2.6353705192674038e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999542815e-05,4.571840186799799e-15,9.999999999659009e-31,9.999999999999768e-31,4.7900143029114915e-15,9.441187477544847e-12,1e-30,0.9999999999952796,9.999999999358402e-31,4.118539824141777e-29,1.0000051661938944e-30,1.0000000000000232e-30,0.00019999999999978187,2.1817397105381629e-16,1.0000000000309162e-30,1.4505783545633665e-22
0.08603563143173762,2.728171975892238e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999526716e-05,4.73283213297171e-15,9.999999999647001e-31,9.999999999999759e-31,4.958688992600855e-15,9.773647730776965e-12,1e-30,0.9999999999951132,9.999999999335808e-31,4.558188642605867e-29,1.0000059973326453e-30,1.000000000000024e-30,0.00019999999999977417,2.2585670417531533e-16,1.0000000000320052e-30,1.5545378533765231e-22
0.08906527445920955,2.8242413260784357e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999510051e-05,4.899493220161826e-15,9.999999999634572e-31,9.99999999999975e-31,5.1333033620368824e-15,1.0117815178707205e-11,1e-30,0.9999999999949414,9.999999999312419e-31,5.0459372944325397e-29,1.000006945797693e-30,1.000000000000025e-30,0.00019999999999976623,2.338099752802182e-16,1.0000000000331322e-30,1.6659478806465608e-22
0.09220160278347225,2.923693644833595e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999492797e-05,5.0720230804675336e-15,9.999999999621703e-31,9.999999999999742e-31,5.314066570018379e-15,1.0474102076353554e-11,1e-30,0.9999999999947631,9.999999999288206e-31,5.587048148262566e-29,1.0000080266201197e-30,1.0000000000000258e-30,0.000199999999999758,2.4204331101654927e-16,1.0000000000342988e-30,1.7853423977526135e-22
0.09544837320110265,3.0266480593956955e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999474936e-05,5.250628375794571e-15,9.999999999608382e-31,9.999999999999733e-31,5.501195140624033e-15,1.0842935195807197e-11,1e-30,0.9999999999945787,9.999999999263142e-31,6.187359302915321e-29,1.0000092566434755e-30,1.0000000000000269e-30,0.00019999999999974948,2.5056657350003643e-16,1.0000000000355067e-30,1.9132936337784363e-22
0.09880947479982412,3.133227891927452e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999456447e-05,5.435523045403166e-15,9.999999999594591e-31,9.999999999999724e-31,5.694913222571777e-15,1.1224756337433561e-11,1e-30,0.9999999999943878,9.999999999237195e-31,6.853347575231975e-29,1.0000106547344845e-30,1.0000000000000278e-30,0.00019999999999974064,2.5938997212705833e-16,1.000000000036757e-30,2.0504148280629626e-22
0.10228893361698875,3.243560807235818e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999437306e-05,5.626928562171798e-15,9.999999999580315e-31,9.999999999999714e-31,5.895452857711781e-15,1.16200228590759e-11,1e-30,0.9999999999941902,9.999999999210332e-31,7.592198379115099e-29,1.0000122420177119e-30,1.0000000000000288e-30,0.00019999999999973153,2.685240758035879e-16,1.0000000000380513e-30,2.197363169302809e-22
0.10589091746209052,3.3577789656928756e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999417493e-05,5.825074197884321e-15,9.999999999565537e-31,9.999999999999703e-31,6.103054258973423e-15,1.2029208223892788e-11,1e-30,0.9999999999939857,9.999999999182527e-31,8.411883249692667e-29,1.0000140421368679e-30,1.0000000000000297e-30,0.00019999999999972207,2.7797982560472126e-16,1.0000000000393913e-30,2.3548429452921723e-22
0.1096197409091077,3.476019181541974e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999396981e-05,6.0301972978594154e-15,9.999999999550238e-31,9.999999999999693e-31,6.3179660981004146e-15,1.2452802567488224e-11,1e-30,0.999999999993774,9.999999999153741e-31,9.321245849026926e-29,1.0000160815457407e-30,1.0000000000000307e-30,0.00019999999999971226,2.8776854788001264e-16,1.0000000000407784e-30,2.523608918396832e-22
0.11347987046464027,3.5984230867782936e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999375747e-05,6.242543565250561e-15,9.999999999534398e-31,9.999999999999682e-31,6.54044580351793e-15,1.2891313285012037e-11,1e-30,0.9999999999935544,9.999999999123937e-31,1.0330097691741118e-28,1.0000177998865598e-30,1.000000000000032e-30,0.00019999999999970215,2.9790196782027394e-16,1.0000000000422142e-30,2.7044699429393656e-22
0.11747592991803542,3.7251373008002098e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999353763e-05,6.4623673553571716e-15,9.999999999518001e-31,9.999999999999672e-31,6.770759868688662e-15,1.3345265638934131e-11,1e-30,0.9999999999933274,9.999999999093087e-31,1.1449324668131322e-28,1.0000167790124705e-30,1.0000000000000328e-30,0.00019999999999969164,3.0839222350209456e-16,1.0000000000437006e-30,2.8982928418327744e-22
0.12161270587991516,3.856313606034854e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999331006e-05,6.689931980299796e-15,9.99999999950103e-31,9.999999999999661e-31,7.009184171327496e-15,1.381520338822125e-11,1e-30,0.9999999999930925,9.999999999061152e-31,1.269100246790058e-28,1.0000125654983198e-30,1.000000000000034e-30,0.0001999999999996808,3.192518804269198e-16,1.0000000000452393e-30,3.106006561042895e-22
0.12589515351573463,3.992109129748054e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999307449e-05,6.925510024423945e-15,9.99999999948346e-31,9.999999999999647e-31,7.25600430385683e-15,1.4301689439669181e-11,1e-30,0.9999999999928492,9.999999999028092e-31,1.4068527775508157e-28,1.0000049374989801e-30,1.0000000000000353e-30,0.00019999999999966954,3.3049394657208377e-16,1.0000000000468318e-30,3.3286066217896286e-22
0.13032840248124117,4.132686532256506e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999283061e-05,7.169383670810537e-15,9.999999999465269e-31,9.999999999999636e-31,7.511515915498511e-15,1.4805306522170912e-11,1e-30,0.9999999999925975,9.999999998993867e-31,1.5596762930519417e-28,9.999936702953247e-31,1.0000000000000367e-30,0.00019999999999965792,3.42131887971832e-16,1.0000000000484805e-30,3.567159891825827e-22
0.13491776306694314,4.278214201767603e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999257815e-05,7.421845039283983e-15,9.999999999446439e-31,9.999999999999622e-31,7.776025066412116e-15,1.5326657884728298e-11,1e-30,0.9999999999923368,9.999999998958437e-31,1.7292196276798443e-28,9.99978537945107e-31,1.0000000000000377e-30,0.00019999999999964585,3.5417964484699237e-16,1.0000000000501869e-30,3.8228096986610984e-22
0.13966873255895226,4.428866456080424e-09,10000.0,50.0,1e-17,1.0,2.0,9.99999999923168e-05,7.683196536323014e-15,9.999999999426945e-31,9.999999999999608e-31,8.049848594303957e-15,1.586636801904372e-11,1e-30,0.999999999992067,9.99999999892176e-31,1.9173120054648418e-28,9.999593152705069e-31,1.0000000000000391e-30,0.00019999999999963341,3.666516483026236e-16,1.0000000000519532e-30,4.096781309236949e-22
0.14458700182380682,4.584823751389105e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999204626e-05,7.953751217292729e-15,9.999999999406766e-31,9.999999999999596e-31,8.333314493945327e-15,1.642508340755605e-11,1e-30,0.9999999999917877,9.99999999888379e-31,2.1259827755177894e-28,9.99935780230904e-31,1.0000000000000405e-30,0.00019999999999962048,3.795628376136092e-16,1.0000000000537816e-30,4.390387802315113e-22
0.1496784621251829,4.746272898439336e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999176617e-05,8.233833161432833e-15,9.999999999385875e-31,9.999999999999582e-31,8.626762310055652e-15,1.7003473297819004e-11,1e-30,0.9999999999914984,9.999999998844485e-31,2.3574833066161987e-28,9.99907716735595e-31,1.000000000000042e-30,0.00019999999999960712,3.9292867811895057e-16,1.0000000000556742e-30,4.705036361724853e-22
0.15494921218064253,4.9134072862963766e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999147622e-05,8.523777860050338e-15,9.99999999936425e-31,9.999999999999566e-31,8.930543544020248e-15,1.7602230504147756e-11,1e-30,0.999999999991199,9.999999998803795e-31,2.614311277160593e-28,9.998749179580904e-31,1.0000000000000435e-30,0.00019999999999959327,4.0676517974615006e-16,1.0000000000576332e-30,5.04223502063004e-22
0.16040556546687093,5.086427113992609e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999117606e-05,8.82393261838169e-15,9.999999999341862e-31,9.99999999999955e-31,9.245022074929835e-15,1.822207223749389e-11,1e-30,0.9999999999908891,9.999999998761672e-31,2.8992376225660783e-28,9.998371902213537e-31,1.000000000000045e-30,0.00019999999999957896,4.2108891618786725e-16,1.000000000059661e-30,5.403599889139219e-22
0.16605405778217378,5.2655396303327555e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999086534e-05,9.134656971606808e-15,9.999999999318686e-31,9.999999999999535e-31,9.570574595447288e-15,1.886374096454507e-11,1e-30,0.9999999999905682,9.999999998718065e-31,3.2153364308264668e-28,9.997943575319912e-31,1.0000000000000465e-30,0.00019999999999956413,4.359170447538714e-16,1.0000000000617602e-30,5.790862899899788e-22
0.17190145507526322,5.45095938214305e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999054367e-05,9.456323115511682e-15,9.999999999294694e-31,9.999999999999517e-31,9.907591063022033e-15,1.952800529707516e-11,1e-30,0.999999999990236,9.999999998672922e-31,3.56601810879384e-28,9.99746266851073e-31,1.0000000000000483e-30,0.0001999999999995488,4.51267326921987e-16,1.0000000000639327e-30,6.205880108796746e-22
0.17795476154973552,5.642908471262542e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999999021069e-05,9.789316352316833e-15,9.999999999269858e-31,9.999999999999502e-31,1.0256475166993997e-14,2.0215660912612855e-11,1e-30,0.9999999999898922,9.999999998626192e-31,3.955066177007061e-28,9.996927942000792e-31,1.0000000000000498e-30,0.00019999999999953288,4.671581496127139e-16,1.0000000000661818e-30,6.65064059054041e-22
0.1842212280539337,5.841616820583895e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999998986597e-05,1.0134035552204832e-14,9.999999999244147e-31,9.999999999999484e-31,1.0617644812145829e-14,2.092753150753011e-11,1e-30,0.9999999999895365,9.999999998577814e-31,4.386678090049408e-28,9.996338517125412e-31,1.0000000000000518e-30,0.00019999999999951643,4.836085472129627e-16,1.00000000006851e-30,7.1272759717760725e-22
0.1907083607662535,6.04732244946263e-09,10000.0,50.0,1e-17,1.0,2.0,9.99999999895091e-05,1.0490893631100196e-14,9.99999999921753e-31,9.999999999999467e-31,1.099153261928305e-14,2.166446978369287e-11,1e-30,0.9999999999891679,9.999999998527734e-31,4.865510522848446e-28,9.995693957554495e-31,1.0000000000000533e-30,0.0001999999999994994,5.006382243753065e-16,1.0000000000709196e-30,7.638070647405491e-22
0.19742393018628587,6.260271758824387e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999998913967e-05,1.086031804527339e-14,9.999999999189975e-31,9.999999999999447e-31,1.1378586443441227e-14,2.242735846985488e-11,1e-30,0.9999999999887865,9.999999998475889e-31,5.396729611513347e-28,9.994994362595764e-31,1.0000000000000553e-30,0.0001999999999994818,5.182675796200284e-16,1.0000000000734141e-30,8.185472729083229e-22
0.2043759804425739,6.480719826311958e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999998875725e-05,1.124275130336184e-14,9.999999999161452e-31,9.999999999999428e-31,1.1779269910341265e-14,2.3217111379018853e-11,1e-30,0.9999999999883916,9.99999999842222e-31,5.986066690760873e-28,9.9942404741469e-31,1.0000000000000574e-30,0.00019999999999946355,5.365177297682515e-16,1.000000000075996e-30,8.772105778361134e-22
0.21157283892814138,6.708930711825894e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999998836134e-05,1.1638651496421714e-14,9.999999999131923e-31,9.999999999999407e-31,1.2194062971735947e-14,2.4034674503032525e-11,1e-30,0.9999999999879828,9.99999999836666e-31,6.63988012928467e-28,9.99343379904433e-31,1.0000000000000593e-30,0.00019999999999944465,5.554105352354364e-16,1.0000000000786686e-30,9.400781380715106e-22
0.21902312627530385,6.945177773823689e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999998795151e-05,1.2048492846643663e-14,9.999999999101353e-31,9.999999999999386e-31,1.2623462480311115e-14,2.4881027145727204e-11,1e-30,0.9999999999875596,9.999999998309143e-31,7.365223930210074e-28,9.992576748766096e-31,1.0000000000000614e-30,0.00019999999999942508,5.749686262154581e-16,1.0000000000814351e-30,1.0074512620714884e-21
0.2267357666817564,7.189743996757877e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999998752723e-05,1.2472766275392363e-14,9.99999999906971e-31,9.999999999999365e-31,1.3067982784832773e-14,2.575718309596133e-11,1e-30,0.9999999999871215,9.999999998249602e-31,8.169923836772367e-28,9.991672798680229e-31,1.0000000000000637e-30,0.00019999999999940484,5.952154297867421e-16,1.000000000084299e-30,1.0796528522923077e-21
0.234719998600259,7.442922330043728e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999998708801e-05,1.2911979991247608e-14,9.99999999903695e-31,9.999999999999344e-31,1.3528156346250258e-14,2.6664191841968706e-11,1e-30,0.9999999999866681,9.999999998187964e-31,9.062661764322397e-28,9.99072666929111e-31,1.0000000000000658e-30,0.00019999999999938386,6.161751979727958e-16,1.0000000000872633e-30,1.1570289527729875e-21
0.24298538580476622,7.705016038963921e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999998663334e-05,1.3366660098753626e-14,9.999999999003037e-31,9.99999999999932e-31,1.4004534375495891e-14,2.7603139828470917e-11,1e-30,0.9999999999861986,9.999999998124156e-31,1.0053069469605221e-27,9.989744532227395e-31,1.000000000000068e-30,0.00019999999999936217,6.378730367908558e-16,1.0000000000903318e-30,1.2399504076298017e-21
0.25154182884621784,7.976339067929282e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999998616264e-05,1.3837351228603763e-14,9.99999999896793e-31,9.999999999999297e-31,1.4497687493742848e-14,2.857515175805503e-11,1e-30,0.9999999999857125,9.999999998058099e-31,1.1151832467910879e-27,9.988734244039772e-31,1.0000000000000705e-30,0.0001999999999993397,6.603349363233344e-16,1.0000000000935082e-30,1.3288146384100604e-21
0.260399576911752,8.257216416531962e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999998567538e-05,1.4324617190017424e-14,9.999999998931586e-31,9.999999999999272e-31,1.500820641591439e-14,2.9581391938380316e-11,1e-30,0.9999999999852094,9.999999997989717e-31,1.2370805319270038e-27,9.987705611238619e-31,1.000000000000073e-30,0.00019999999999931645,6.835878018481872e-16,1.0000000000967962e-30,1.4240475488238451e-21
0.26956924010151156,8.547984528840423e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999998517097e-05,1.4829041646088928e-14,9.999999998893963e-31,9.999999999999246e-31,1.5536702658261256e-14,3.0623065676823384e-11,1e-30,0.9999999999846887,9.999999997918927e-31,1.3723139527520174e-27,9.986670690405151e-31,1.0000000000000756e-30,0.00019999999999929238,7.076594860653901e-16,1.0000000001002e-30,1.526105565982102e-21
0.27906180213776904,8.848991696403129e-09,10000.0,50.0,1e-17,1.0,2.0,9.999999998464877e-05,1.5351228812918246e-14,9.999999998855016e-31,9.999999999999218e-31,1.6083809270855766e-14,3.17014207242348e-11,1e-30,0.9999999999841493,9.999999997845646e-31,1.5223425432155429e-27,9.985644127659077e-31,1.0000000000000782e-30,0.00019999999999926747,7.325788224581724e-16,1.0000000001037231e-30,1.6354778279242663e-21
